,data_transakcji,data_księgowania,dane_kontrahenta,tytuł,nr_rachunku,nazwa_banku,nr_transakcji,kwota_transakcji_(waluta_rachunku),waluta,konto,saldo_po_transakcji,waluta_salda,red_flag
328,2020-12-18,2020-12-20,MediaMarkt,Płatność MediaMarkt,PL94730809436951530947875124,PKO BP,9657892618,-2230.29,PLN,Konto w EUR,-6369502.48,PLN,0
329,2020-12-18,2020-12-20,ATM ING,Płatność ATM ING,PL12595943422703862153152692,Millennium,5586163550,-679.52,PLN,Wspólne,-6370182.0,PLN,0
330,2020-12-25,2020-12-27,Amazon,Płatność Amazon,PL37928033505489864146846515,Millennium,4025253362,-561.03,USD,Konto w USD,-6370743.03,USD,0
331,2020-12-30,2020-12-31,Santander Leasing,Płatność Santander Leasing,PL58828328968958456693864997,mBank,8894905381,-2889.92,PLN,Wspólne,-6373632.95,PLN,0
332,2021-01-04,2021-01-06,Biuro Notarialne,Płatność Biuro Notarialne,PL34072685846665277703156183,ING,2088245263,-10140.12,PLN,Konto w EUR,-6383773.07,PLN,1
333,2021-01-04,2021-01-05,Booking.com,Płatność Booking.com,PL70125161425604885259672571,Santander,5433400629,-255.47,EUR,Konto w USD,-6384028.54,EUR,0
334,2021-01-06,2021-01-08,PGNiG,Płatność PGNiG,PL95381220046871169685450143,Millennium,4599219091,-156.09,PLN,Konto w EUR,-6384184.63,PLN,0
335,2021-01-16,2021-01-17,Orlen,Płatność Orlen,PL35944060531810081665611247,mBank,7250067203,-246.65,PLN,Konto w EUR,-6384431.28,PLN,0
336,2021-01-17,2021-01-17,ATM ING,Płatność ATM ING,PL50613045455543325397016525,mBank,1442860971,-203.46,PLN,Wspólne,-6384634.74,PLN,0
337,2021-01-18,2021-01-18,Amazon,Płatność Amazon,PL44919237263657373353445969,mBank,5261089429,-631.9,USD,Konto w USD,-6385266.64,USD,0
338,2021-01-18,2021-01-20,Santander Leasing,Płatność Santander Leasing,PL86891653057138115692980564,Santander,2298997122,-2172.11,PLN,Wspólne,-6387438.75,PLN,0
339,2021-01-23,2021-01-24,Booking.com,Płatność Booking.com,PL21815349253553514804554630,Millennium,3896165215,-970.91,EUR,Moje,-6388409.66,EUR,0
340,2021-01-24,2021-01-24,ATM ING,Płatność ATM ING,PL51399145889008708421623961,Santander,8612597743,-661.94,PLN,Moje,-6389071.6,PLN,0
341,2021-01-25,2021-01-26,Urząd Skarbowy,Płatność Urząd Skarbowy,PL91584616742208694361223473,Millennium,5805756498,-5260.22,PLN,Konto w EUR,-6394331.82,PLN,0
342,2021-01-30,2021-01-31,PokerStars,Płatność PokerStars,PL18957399868763228380458728,Millennium,7539149856,-1765.97,EUR,Moje,-6396097.79,EUR,1
343,2021-01-30,2021-01-31,STS.pl,Płatność STS.pl,PL68045170154797698536110875,mBank,4716653684,-1945.14,PLN,Konto w USD,-6398042.93,PLN,1
344,2021-01-31,2021-02-01,Orlen,Płatność Orlen,PL43290085993415653823804532,Millennium,4667105702,-169.03,PLN,Wspólne,-6398211.96,PLN,0
345,2021-02-01,2021-02-03,PGNiG,Płatność PGNiG,PL24189873281220813267158054,Millennium,4287494121,-162.6,PLN,Moje,-6398374.56,PLN,0
346,2021-02-02,2021-02-04,Allegro,Płatność Allegro,PL49954666649650200939190610,Santander,6107053685,-289.34,PLN,Wspólne,-6398663.9,PLN,0
347,2021-02-03,2021-02-04,Biuro Notarialne,Płatność Biuro Notarialne,PL67250925243705947093161167,Millennium,4612858179,-11928.12,PLN,Moje,-6410592.02,PLN,1
348,2021-02-04,2021-02-06,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL19797401017400802926577299,Millennium,2350315405,-497101.11,PLN,Konto w USD,-6907693.13,PLN,1
349,2021-02-06,2021-02-08,Allegro,Płatność Allegro,PL55760894971628496411572560,Santander,1378477126,-109.7,PLN,Wspólne,-6907802.83,PLN,0
350,2021-02-12,2021-02-12,Booking.com,Płatność Booking.com,PL66085376574895419899773098,PKO BP,4646319385,-365.72,EUR,Moje,-6908168.55,EUR,0
351,2021-02-13,2021-02-13,PokerStars,Płatność PokerStars,PL11588085672899955517029645,Santander,9967680809,-524.57,EUR,Moje,-6908693.12,EUR,1
352,2021-02-15,2021-02-16,Biedronka,Płatność Biedronka,PL73021543898404667318857036,mBank,8593733652,-327.49,PLN,Konto w EUR,-6909020.61,PLN,0
353,2021-02-15,2021-02-16,Orlen,Płatność Orlen,PL76873352589023454263744095,PKO BP,6606765335,-181.36,PLN,Konto w EUR,-6909201.97,PLN,0
354,2021-02-16,2021-02-18,PKO BP,Płatność PKO BP,PL38435803079412746091139121,Millennium,3538378062,7939.31,PLN,Wspólne,-6901262.66,PLN,0
355,2021-02-16,2021-02-17,Santander Leasing,Płatność Santander Leasing,PL33629326222556214383057491,ING,7085865776,-2926.51,PLN,Moje,-6904189.17,PLN,0
356,2021-02-20,2021-02-20,Biuro Notarialne,Płatność Biuro Notarialne,PL13544802027803700293974163,Santander,5173415285,-11669.44,PLN,Konto w USD,-6915858.61,PLN,1
357,2021-02-27,2021-02-28,Firma XYZ,Płatność Firma XYZ,PL19110220027270168664173707,Millennium,3733524381,7535.03,PLN,Wspólne,-6908323.58,PLN,0
358,2021-02-28,2021-03-01,Vattenfall,Płatność Vattenfall,PL72592996206955364282016775,Millennium,5902255727,-170.1,PLN,Wspólne,-6908493.68,PLN,0
359,2021-03-01,2021-03-01,ATM ING,Płatność ATM ING,PL87250773275095981153613877,mBank,2727042601,-1093.12,PLN,Konto w USD,-6909586.8,PLN,0
360,2021-03-03,2021-03-05,Biuro Notarialne,Płatność Biuro Notarialne,PL32594050919407106096841775,ING,3272373307,-10273.92,PLN,Konto w EUR,-6919860.72,PLN,1
361,2021-03-05,2021-03-05,Lidl,Płatność Lidl,PL23362059711720522574311063,ING,5342737763,-148.75,PLN,Wspólne,-6920009.47,PLN,0
362,2021-03-06,2021-03-06,ATM ING,Płatność ATM ING,PL30040127567465149232623575,PKO BP,2957925565,-1060.66,PLN,Wspólne,-6921070.13,PLN,0
363,2021-03-08,2021-03-10,STS.pl,Płatność STS.pl,PL96478894551265892251245619,mBank,7939312508,-376.96,PLN,Wspólne,-6921447.09,PLN,1
364,2021-03-15,2021-03-15,Vattenfall,Płatność Vattenfall,PL55686407041495291199130303,mBank,5486934774,-270.76,PLN,Moje,-6921717.85,PLN,0
365,2021-03-16,2021-03-16,ATM ING,Płatność ATM ING,PL71809367312501640431279523,ING,8756769446,-1387.59,PLN,Moje,-6923105.44,PLN,0
366,2021-03-16,2021-03-17,PGNiG,Płatność PGNiG,PL50565334358030380514004129,ING,7344122367,-164.19,PLN,Konto w USD,-6923269.63,PLN,0
367,2021-03-20,2021-03-21,Firma XYZ,Płatność Firma XYZ,PL62777314760033374946165477,ING,5395013320,7538.89,PLN,Moje,-6915730.74,PLN,0
368,2021-03-23,2021-03-24,MediaMarkt,Płatność MediaMarkt,PL61139622764342356882541006,Santander,8249091771,-2958.08,PLN,Wspólne,-6918688.82,PLN,0
369,2021-03-26,2021-03-28,Biedronka,Płatność Biedronka,PL76758256831799950060527338,PKO BP,7695269902,-92.2,PLN,Konto w USD,-6918781.02,PLN,0
370,2021-03-28,2021-03-28,Firma XYZ,Płatność Firma XYZ,PL21461593666255192330330056,PKO BP,5118794591,7021.39,PLN,Konto w USD,-6911759.63,PLN,0
371,2021-03-29,2021-03-31,ATM ING,Płatność ATM ING,PL23645847674793685416234224,ING,4728616386,-1350.56,PLN,Konto w USD,-6913110.19,PLN,0
372,2021-03-30,2021-03-31,Zabka,Płatność Zabka,PL99351098468308952279114392,Millennium,1066244679,-185.98,PLN,Moje,-6913296.17,PLN,0
373,2021-03-30,2021-03-31,Allegro,Płatność Allegro,PL59928008520621594413246946,PKO BP,3405694898,-118.9,PLN,Konto w EUR,-6913415.07,PLN,0
374,2021-03-30,2021-04-01,PGNiG,Płatność PGNiG,PL28884038041332990541799081,mBank,2553434997,-125.87,PLN,Konto w EUR,-6913540.94,PLN,0
375,2021-04-04,2021-04-04,Orlen,Płatność Orlen,PL65460810996745223669235911,ING,7050919099,-125.63,PLN,Wspólne,-6913666.57,PLN,0
376,2021-04-05,2021-04-06,Biedronka,Płatność Biedronka,PL44207803226619138486396180,PKO BP,6986510954,-419.03,PLN,Moje,-6914085.6,PLN,0
377,2021-04-06,2021-04-06,Auto Komis Katowice,Płatność Auto Komis Katowice,PL90012379041735962214418614,Santander,8603048701,-48837.71,PLN,Konto w EUR,-6962923.31,PLN,1
378,2021-04-06,2021-04-08,Firma XYZ,Płatność Firma XYZ,PL38715763591969970426766920,PKO BP,4281104738,7533.15,PLN,Wspólne,-6955390.16,PLN,0
379,2021-04-14,2021-04-14,ATM ING,Płatność ATM ING,PL77589904073603974521739035,Millennium,7503607945,-519.11,PLN,Konto w USD,-6955909.27,PLN,0
380,2021-04-14,2021-04-16,Auto Komis Katowice,Płatność Auto Komis Katowice,PL86629889601040168638563496,Millennium,9669271663,-55912.4,PLN,Konto w USD,-7011821.67,PLN,1
381,2021-04-16,2021-04-17,Vattenfall,Płatność Vattenfall,PL84219150651345489165409081,mBank,8447756867,-198.59,PLN,Konto w EUR,-7012020.26,PLN,0
382,2021-04-19,2021-04-21,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL45753407040425998191749394,mBank,3732365301,-444988.78,PLN,Moje,-7457009.04,PLN,1
383,2021-04-26,2021-04-28,Lidl,Płatność Lidl,PL93166209936703678045045823,Santander,9441191167,-118.69,PLN,Moje,-7457127.73,PLN,0
384,2021-04-29,2021-05-01,Booking.com,Płatność Booking.com,PL91481739897390500535577208,Santander,5967087982,-720.47,EUR,Konto w USD,-7457848.2,EUR,0
385,2021-04-30,2021-05-02,PokerStars,Płatność PokerStars,PL75672834520489198158013933,mBank,2437290093,-1545.16,EUR,Konto w EUR,-7459393.36,EUR,1
386,2021-05-05,2021-05-05,Biuro Notarialne,Płatność Biuro Notarialne,PL21132394559034474203537450,mBank,7166844130,-9625.04,PLN,Moje,-7469018.4,PLN,0
387,2021-05-06,2021-05-08,Biuro Notarialne,Płatność Biuro Notarialne,PL76039133469816440073093062,PKO BP,4474387813,-9613.21,PLN,Wspólne,-7478631.61,PLN,0
388,2021-05-06,2021-05-07,Urząd Skarbowy,Płatność Urząd Skarbowy,PL19443242167868142537409490,ING,1161658918,-8418.39,PLN,Konto w EUR,-7487050.0,PLN,0
389,2021-05-10,2021-05-12,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL36701111507930052687380929,mBank,1620981459,-445080.0,PLN,Konto w EUR,-7932130.0,PLN,1
390,2021-05-11,2021-05-12,Auto Komis Katowice,Płatność Auto Komis Katowice,PL35902818419618483788478793,Santander,6933799683,-56878.2,PLN,Moje,-7989008.2,PLN,1
391,2021-05-15,2021-05-16,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL77451317601720799941343817,ING,5101339939,-475685.9,PLN,Moje,-8464694.1,PLN,1
392,2021-05-19,2021-05-19,Vattenfall,Płatność Vattenfall,PL10774957929709238685112275,ING,6236310581,-151.22,PLN,Wspólne,-8464845.32,PLN,0
393,2021-05-20,2021-05-21,Urząd Skarbowy,Płatność Urząd Skarbowy,PL71934932143420127178155280,Santander,6780684787,-8767.36,PLN,Konto w EUR,-8473612.68,PLN,0
394,2021-05-20,2021-05-21,Vattenfall,Płatność Vattenfall,PL47919391737389207880575723,Millennium,2687711425,-212.52,PLN,Konto w USD,-8473825.2,PLN,0
395,2021-05-21,2021-05-23,Lidl,Płatność Lidl,PL86717096558699695052223989,PKO BP,9796427252,-182.7,PLN,Konto w EUR,-8474007.9,PLN,0
396,2021-05-24,2021-05-26,Allegro,Płatność Allegro,PL98727116512306911213094925,ING,3967280998,-136.67,PLN,Konto w EUR,-8474144.57,PLN,0
397,2021-05-25,2021-05-25,Santander Leasing,Płatność Santander Leasing,PL87574199899987588198430275,mBank,4169097508,-2333.34,PLN,Wspólne,-8476477.91,PLN,0
398,2021-05-29,2021-05-29,Booking.com,Płatność Booking.com,PL43657738430397505285089398,Millennium,9674159685,-885.5,EUR,Konto w USD,-8477363.41,EUR,0
399,2021-06-01,2021-06-01,Orlen,Płatność Orlen,PL31472038676220377740161675,ING,4926398275,-168.04,PLN,Konto w USD,-8477531.45,PLN,0
400,2021-06-04,2021-06-05,STS.pl,Płatność STS.pl,PL83919339019190788376197311,Millennium,6441701821,-891.89,PLN,Konto w USD,-8478423.34,PLN,1
401,2021-06-05,2021-06-05,Zabka,Płatność Zabka,PL84353417351105793282960453,mBank,9942921105,-100.25,PLN,Moje,-8478523.59,PLN,0
402,2021-06-05,2021-06-06,Biuro Notarialne,Płatność Biuro Notarialne,PL67973403172026977727150516,mBank,1294298383,-10019.49,PLN,Konto w EUR,-8488543.08,PLN,1
403,2021-06-07,2021-06-08,PGNiG,Płatność PGNiG,PL41878285856807221126187699,ING,3325714757,-127.68,PLN,Wspólne,-8488670.76,PLN,0
404,2021-06-10,2021-06-10,MediaMarkt,Płatność MediaMarkt,PL98259639841803737086207422,Santander,6463685033,-2670.94,PLN,Konto w USD,-8491341.7,PLN,0
405,2021-06-10,2021-06-12,Santander Leasing,Płatność Santander Leasing,PL84494391160323999939700246,ING,6848219656,-2220.61,PLN,Konto w EUR,-8493562.31,PLN,0
406,2021-06-13,2021-06-15,Biuro Notarialne,Płatność Biuro Notarialne,PL42534129761426220172831657,mBank,8584203800,-9053.3,PLN,Konto w USD,-8502615.61,PLN,0
407,2021-06-24,2021-06-24,Lidl,Płatność Lidl,PL10413607839810731167951407,Millennium,4855140353,-92.22,PLN,Konto w USD,-8502707.83,PLN,0
408,2021-06-29,2021-06-29,Firma XYZ,Płatność Firma XYZ,PL56184158352153634738119132,ING,2485088963,7919.91,PLN,Konto w EUR,-8494787.92,PLN,0
409,2021-06-29,2021-06-29,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL17884636370530161991306630,ING,1471543773,-442762.57,PLN,Konto w EUR,-8937550.49,PLN,1
410,2021-06-30,2021-07-02,Vattenfall,Płatność Vattenfall,PL30656875851659078178437289,PKO BP,6863843327,-219.35,PLN,Konto w EUR,-8937769.84,PLN,0
411,2021-07-01,2021-07-02,Firma XYZ,Płatność Firma XYZ,PL51836723817100097714845323,Santander,2327233412,6881.84,PLN,Konto w USD,-8930888.0,PLN,0
412,2021-07-03,2021-07-03,Auto Komis Katowice,Płatność Auto Komis Katowice,PL82356511979687987253430729,PKO BP,2348936785,-49931.99,PLN,Wspólne,-8980819.99,PLN,1
413,2021-07-05,2021-07-05,ATM ING,Płatność ATM ING,PL64085307100203143294363491,Millennium,8888460613,-897.33,PLN,Konto w USD,-8981717.32,PLN,0
414,2021-07-11,2021-07-12,Biuro Notarialne,Płatność Biuro Notarialne,PL16856846663566679345599549,PKO BP,3749960383,-9205.65,PLN,Wspólne,-8990922.97,PLN,0
415,2021-07-12,2021-07-14,Santander Leasing,Płatność Santander Leasing,PL78711802954840392458662664,ING,2290994227,-2001.17,PLN,Konto w USD,-8992924.14,PLN,0
416,2021-07-12,2021-07-13,PKO BP,Płatność PKO BP,PL49379705191368090223415775,Santander,2249174896,2890.42,PLN,Konto w EUR,-8990033.72,PLN,0
417,2021-07-13,2021-07-13,PokerStars,Płatność PokerStars,PL90187794344199808201540610,PKO BP,6512165903,-1186.62,EUR,Konto w USD,-8991220.34,EUR,1
418,2021-07-14,2021-07-15,Biedronka,Płatność Biedronka,PL25593851585189935138470385,ING,5629257824,-105.2,PLN,Konto w EUR,-8991325.54,PLN,0
419,2021-07-18,2021-07-20,Biuro Notarialne,Płatność Biuro Notarialne,PL16083493554118587330312895,ING,6940874431,-10711.22,PLN,Konto w EUR,-9002036.76,PLN,1
420,2021-07-22,2021-07-23,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL58560672158887122280689180,ING,4022091968,-356688.71,PLN,Moje,-9358725.47,PLN,1
421,2021-07-22,2021-07-24,Urząd Skarbowy,Płatność Urząd Skarbowy,PL75644944747142953438310521,Santander,6368651875,-7469.81,PLN,Wspólne,-9366195.28,PLN,0
422,2021-08-01,2021-08-03,Santander Leasing,Płatność Santander Leasing,PL65095421709710047599040768,Millennium,7847665443,-2384.17,PLN,Moje,-9368579.45,PLN,0
423,2021-08-03,2021-08-03,Lidl,Płatność Lidl,PL92629167262608509796766061,Millennium,6215802895,-86.94,PLN,Moje,-9368666.39,PLN,0
424,2021-08-05,2021-08-07,Allegro,Płatność Allegro,PL26475521686611916860720726,PKO BP,3628914109,-92.23,PLN,Moje,-9368758.62,PLN,0
425,2021-08-08,2021-08-08,Vattenfall,Płatność Vattenfall,PL35527643183282297949786573,Santander,8023357726,-178.43,PLN,Wspólne,-9368937.05,PLN,0
426,2021-08-08,2021-08-10,Santander Leasing,Płatność Santander Leasing,PL44819537735418320580023252,mBank,7733547599,-2286.23,PLN,Konto w USD,-9371223.28,PLN,0
427,2021-08-13,2021-08-15,Booking.com,Płatność Booking.com,PL11702775919531031972841562,ING,9221310342,-953.16,EUR,Wspólne,-9372176.44,EUR,0
428,2021-08-14,2021-08-15,Urząd Skarbowy,Płatność Urząd Skarbowy,PL66443492203421360373638480,Millennium,4495069054,-8645.08,PLN,Konto w USD,-9380821.52,PLN,0
429,2021-08-19,2021-08-20,Zabka,Płatność Zabka,PL63031066027295056306395051,PKO BP,8169968813,-112.46,PLN,Wspólne,-9380933.98,PLN,0
430,2021-08-20,2021-08-22,Lidl,Płatność Lidl,PL20570386491767855855794169,PKO BP,7541621582,-177.17,PLN,Konto w USD,-9381111.15,PLN,0
431,2021-08-26,2021-08-27,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL40348730129224447578623191,PKO BP,5619490046,-370737.25,PLN,Wspólne,-9751848.4,PLN,1
432,2021-08-27,2021-08-29,PokerStars,Płatność PokerStars,PL22783028759704106188884984,ING,7810017952,-1746.8,EUR,Wspólne,-9753595.2,EUR,1
433,2021-08-27,2021-08-27,PokerStars,Płatność PokerStars,PL71017204910243587368305549,mBank,7996997784,-1639.02,EUR,Konto w USD,-9755234.22,EUR,1
434,2021-08-29,2021-08-29,Urząd Skarbowy,Płatność Urząd Skarbowy,PL53353285515704997245363978,mBank,4970844722,-8200.4,PLN,Moje,-9763434.62,PLN,0
435,2021-09-02,2021-09-02,MediaMarkt,Płatność MediaMarkt,PL92373062900171566772931264,mBank,1366481265,-1646.33,PLN,Konto w USD,-9765080.95,PLN,0
436,2021-09-03,2021-09-05,Orlen,Płatność Orlen,PL18965563005104267925095637,PKO BP,3318745459,-137.52,PLN,Wspólne,-9765218.47,PLN,0
437,2021-09-04,2021-09-05,Orlen,Płatność Orlen,PL89381512748205052371871211,mBank,4351461655,-267.5,PLN,Konto w EUR,-9765485.97,PLN,0
438,2021-09-04,2021-09-06,Lidl,Płatność Lidl,PL14317500402640698580649604,ING,3242950269,-192.69,PLN,Wspólne,-9765678.66,PLN,0
439,2021-09-05,2021-09-06,Amazon,Płatność Amazon,PL38562995916941085614684025,Santander,2671461179,-275.82,USD,Wspólne,-9765954.48,USD,0
440,2021-09-10,2021-09-11,Zabka,Płatność Zabka,PL71106680318057037256856724,mBank,3074059483,-111.47,PLN,Moje,-9766065.95,PLN,0
441,2021-09-14,2021-09-15,Santander Leasing,Płatność Santander Leasing,PL26775218839598052244778467,Millennium,7292264982,-2593.68,PLN,Wspólne,-9768659.63,PLN,0
442,2021-09-15,2021-09-17,Biuro Notarialne,Płatność Biuro Notarialne,PL74378447582483167541489384,PKO BP,5116559225,-9492.71,PLN,Konto w USD,-9778152.34,PLN,0
443,2021-09-17,2021-09-18,ATM ING,Płatność ATM ING,PL96797269257727339938323764,ING,8115775918,-254.34,PLN,Moje,-9778406.68,PLN,0
444,2021-09-19,2021-09-20,MediaMarkt,Płatność MediaMarkt,PL16919470037777674601333507,PKO BP,3883152601,-2084.9,PLN,Konto w USD,-9780491.58,PLN,0
445,2021-09-21,2021-09-22,PGNiG,Płatność PGNiG,PL49722801803082943518508042,Millennium,7139225080,-172.35,PLN,Konto w EUR,-9780663.93,PLN,0
446,2021-09-22,2021-09-23,PKO BP,Płatność PKO BP,PL15726245697634185264765503,mBank,3928011361,6093.81,PLN,Konto w USD,-9774570.12,PLN,0
447,2021-09-25,2021-09-27,Vattenfall,Płatność Vattenfall,PL56170175507585419028304195,PKO BP,1227978156,-269.41,PLN,Moje,-9774839.53,PLN,0
448,2021-09-27,2021-09-28,Urząd Skarbowy,Płatność Urząd Skarbowy,PL71449170133861692886429393,Millennium,6975415540,-7351.92,PLN,Moje,-9782191.45,PLN,0
449,2021-09-30,2021-09-30,Orlen,Płatność Orlen,PL61392130202778575041229372,PKO BP,9877631689,-155.45,PLN,Wspólne,-9782346.9,PLN,0
450,2021-10-01,2021-10-01,Firma XYZ,Płatność Firma XYZ,PL62756080871391944569056094,PKO BP,1014805934,7592.94,PLN,Wspólne,-9774753.96,PLN,0
451,2021-10-01,2021-10-02,PKO BP,Płatność PKO BP,PL66765491410906285675265919,mBank,3209327125,4522.71,PLN,Wspólne,-9770231.25,PLN,0
452,2021-10-03,2021-10-05,Biuro Notarialne,Płatność Biuro Notarialne,PL66954100849599083852060310,Millennium,2280082896,-8927.62,PLN,Moje,-9779158.87,PLN,0
453,2021-10-04,2021-10-05,Zabka,Płatność Zabka,PL58202033648902641350032625,mBank,9238933863,-93.49,PLN,Konto w USD,-9779252.36,PLN,0
454,2021-10-04,2021-10-05,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL63411103196385573971780071,ING,5644953292,-393534.43,PLN,Moje,-10172786.79,PLN,1
455,2021-10-08,2021-10-08,Booking.com,Płatność Booking.com,PL39307970134411899499399002,ING,7748926030,-193.01,EUR,Konto w EUR,-10172979.8,EUR,0
456,2021-10-08,2021-10-08,MediaMarkt,Płatność MediaMarkt,PL84615451051179037861437302,Millennium,3483301247,-2927.27,PLN,Wspólne,-10175907.07,PLN,0
457,2021-10-12,2021-10-13,PokerStars,Płatność PokerStars,PL80221508488057515547898086,ING,3117179317,-1635.25,EUR,Konto w USD,-10177542.32,EUR,1
458,2021-10-12,2021-10-12,Zabka,Płatność Zabka,PL87420309925852350218247459,Santander,4897917668,-54.6,PLN,Konto w EUR,-10177596.92,PLN,0
459,2021-10-13,2021-10-13,Booking.com,Płatność Booking.com,PL61058761457143654306669524,ING,9431778238,-173.09,EUR,Konto w EUR,-10177770.01,EUR,0
460,2021-10-15,2021-10-17,Auto Komis Katowice,Płatność Auto Komis Katowice,PL59635237022781887616573165,PKO BP,6321755673,-57137.27,PLN,Konto w USD,-10234907.28,PLN,1
461,2021-10-15,2021-10-16,Auto Komis Katowice,Płatność Auto Komis Katowice,PL80182769485335494765888531,Santander,7259936730,-48883.01,PLN,Konto w USD,-10283790.29,PLN,1
462,2021-10-15,2021-10-16,Biedronka,Płatność Biedronka,PL57995554527916627587103235,mBank,8370067220,-54.23,PLN,Wspólne,-10283844.52,PLN,0
463,2021-10-16,2021-10-16,Booking.com,Płatność Booking.com,PL46570960852428109607105965,ING,1977734756,-657.1,EUR,Wspólne,-10284501.62,EUR,0
464,2021-10-20,2021-10-21,Vattenfall,Płatność Vattenfall,PL79818080452979612163102802,mBank,9519638395,-237.02,PLN,Konto w EUR,-10284738.64,PLN,0
465,2021-10-26,2021-10-28,PokerStars,Płatność PokerStars,PL94001220764120034456182569,mBank,4688454584,-320.99,EUR,Konto w EUR,-10285059.63,EUR,1
466,2021-10-27,2021-10-29,Orlen,Płatność Orlen,PL28115345433149450269458713,Millennium,6774319184,-245.07,PLN,Moje,-10285304.7,PLN,0
467,2021-10-27,2021-10-27,PokerStars,Płatność PokerStars,PL17963726592782193236757971,Santander,9116506114,-1705.74,EUR,Konto w USD,-10287010.44,EUR,1
468,2021-11-09,2021-11-09,Santander Leasing,Płatność Santander Leasing,PL17926678592009977465764667,Santander,7769428270,-2798.35,PLN,Konto w USD,-10289808.79,PLN,0
469,2021-11-09,2021-11-10,PGNiG,Płatność PGNiG,PL74733062525572667733509840,mBank,2981417504,-190.49,PLN,Konto w USD,-10289999.28,PLN,0
470,2021-11-11,2021-11-13,ATM ING,Płatność ATM ING,PL42509593161487081692802605,mBank,7472128835,-416.35,PLN,Konto w EUR,-10290415.63,PLN,0
471,2021-11-12,2021-11-13,Zabka,Płatność Zabka,PL91769756466427777587779016,mBank,8480299706,-156.48,PLN,Moje,-10290572.11,PLN,0
472,2021-11-13,2021-11-14,Santander Leasing,Płatność Santander Leasing,PL20472869767860759608897264,PKO BP,3230818754,-2254.75,PLN,Konto w USD,-10292826.86,PLN,0
473,2021-11-13,2021-11-14,Auto Komis Katowice,Płatność Auto Komis Katowice,PL78196153392256026761181742,Santander,6903798616,-52145.37,PLN,Moje,-10344972.23,PLN,1
474,2021-11-13,2021-11-15,Allegro,Płatność Allegro,PL72866924857781739948402175,PKO BP,2615975075,-183.77,PLN,Konto w USD,-10345156.0,PLN,0
475,2021-11-16,2021-11-16,Orlen,Płatność Orlen,PL78711759067204570474130274,ING,1366785845,-217.85,PLN,Konto w USD,-10345373.85,PLN,0
476,2021-11-17,2021-11-19,Amazon,Płatność Amazon,PL95711655038738917411665523,Millennium,2801493906,-790.98,USD,Wspólne,-10346164.83,USD,0
477,2021-11-19,2021-11-21,Biedronka,Płatność Biedronka,PL54476025396590094436123541,PKO BP,1704217668,-233.09,PLN,Wspólne,-10346397.92,PLN,0
478,2021-11-21,2021-11-23,Amazon,Płatność Amazon,PL45557555186499726218496703,mBank,6497227390,-65.21,USD,Moje,-10346463.13,USD,0
479,2021-11-21,2021-11-21,Firma XYZ,Płatność Firma XYZ,PL30196190012346678418512990,PKO BP,6759652176,7721.59,PLN,Konto w USD,-10338741.54,PLN,0
480,2021-11-21,2021-11-23,PokerStars,Płatność PokerStars,PL23980055099561337202279630,PKO BP,7467569255,-1579.2,EUR,Wspólne,-10340320.74,EUR,1
481,2021-11-23,2021-11-24,Lidl,Płatność Lidl,PL92177943687305475172372177,Millennium,6739501177,-165.85,PLN,Konto w USD,-10340486.59,PLN,0
482,2021-11-27,2021-11-27,PokerStars,Płatność PokerStars,PL99542893106709278080599994,Millennium,4364259725,-566.28,EUR,Konto w EUR,-10341052.87,EUR,1
483,2021-12-01,2021-12-01,STS.pl,Płatność STS.pl,PL48311347766852906295718968,Santander,9561406929,-788.01,PLN,Wspólne,-10341840.88,PLN,1
484,2021-12-03,2021-12-05,Urząd Skarbowy,Płatność Urząd Skarbowy,PL96211826507546620588270539,Santander,2704618467,-5998.13,PLN,Wspólne,-10347839.01,PLN,0
485,2021-12-05,2021-12-06,Biedronka,Płatność Biedronka,PL30126024069001916988801141,PKO BP,1525460422,-152.91,PLN,Moje,-10347991.92,PLN,0
486,2021-12-10,2021-12-12,Lidl,Płatność Lidl,PL72095661595396075601435358,Santander,4962122987,-84.1,PLN,Wspólne,-10348076.02,PLN,0
487,2021-12-10,2021-12-12,Auto Komis Katowice,Płatność Auto Komis Katowice,PL86916771155987200847594986,PKO BP,4005050402,-57166.65,PLN,Konto w EUR,-10405242.67,PLN,1
488,2021-12-15,2021-12-15,STS.pl,Płatność STS.pl,PL99174570875447588067215147,ING,6979890869,-1630.57,PLN,Konto w EUR,-10406873.24,PLN,1
489,2021-12-16,2021-12-18,PKO BP,Płatność PKO BP,PL96146378607526980763568634,Millennium,5323439657,4557.55,PLN,Moje,-10402315.69,PLN,0
490,2021-12-18,2021-12-18,Zabka,Płatność Zabka,PL37667552775495024662740829,Millennium,7389486339,-78.35,PLN,Konto w EUR,-10402394.04,PLN,0
